Filename,T,P,HOA,M%,UCV,D,ASA,AVAF,Adsorption
DB0-m29_o83_o430_f0_pts.sym.10,298.0,1.0,5.093102,2.47,3187.75,0.484605,637.657,0.40792,2.497072
DB12-DONKOI_clean,338.0,0.26,7.461934,3.45,5954.58,1.0337,773.553,0.06004,3.190632
DB0-m18_o28_o92_f0_fsc,338.0,0.26,4.193411,1.72,4825.3,0.418009,883.351,0.46804,0.29702
DB0-m3_o51_o19_f0_fsc.sym.13,313.0,16.0,7.832611,3.45,1151.9,0.979109,170.576,0.0904,9.778777
DB0-m2_o2_o11_f0_pcu.sym.72,338.0,0.26,4.260779,2.27,2282.51,0.613897,478.921,0.25792,0.323737
DB0-m3_o9_o14_f0_nbo.sym.23,298.0,1.0,5.898754,2.88,5238.01,0.71647,844.995,0.23954,4.316527
DB1-Zn2O8N2-BDC_A-irmof7_A_No261,313.0,0.4,7.117165,4.08,2363.39,1.32172,305.647,0.08464,2.823045
DB0-m2_o39_o40_f0_fof.sym.19,313.0,16.0,8.056225,3.3,7648.42,0.919104,1093.65,0.11312,11.968067
DB0-m2_o2_o14_f0_nbo.sym.61,298.0,1.0,3.9657,3.23,19469.8,0.331388,3492.52,0.54798,1.366304
DB0-m2_o22_o22_f0_nbo.sym.109,313.0,16.0,5.671234,3.19,4857.45,0.590963,871.106,0.35632,18.08616
DB6-cuf_7892,298.0,0.1,4.444963,1.96,4050.81,0.455797,830.931,0.4135,0.289773
DB5-hypotheticalMOF_6003135_0_0_3_3_15_14,313.0,0.4,5.725194,3.45,970.239,1.09249,94.9537,0.03466,0.776366
DB0-m3_o16_o149_f0_fsc.sym.20,313.0,0.4,8.050694,3.28,1066.37,1.10134,137.905,0.06396,4.780871
DB1-Zn2O8-AZO_A-irmof7_A_No160,298.0,1.0,7.282427,2.63,3749.31,0.703569,803.885,0.1951,5.370267
DB0-m3_o9_o17_f0_nbo.sym.102,313.0,16.0,6.072373,2.22,7186.87,0.66944,1351.71,0.24496,16.426331
DB0-m3_o52_o159_f0_fsc.sym.68,298.0,1.0,5.258875,2.78,1721.25,0.82536,340.067,0.18356,3.520228
DB0-m29_o90_o1500_f0_pts.sym.107,313.0,16.0,6.023542,2.33,3083.35,0.527952,652.537,0.35216,24.429325
DB1-Cu2O8-AZO_A-BDC_A_No155,338.0,3.2,4.31671,2.86,3691.34,0.604281,755.781,0.24636,4.186412
DB0-m9_o27_o28_f0_sra.sym.9,298.0,1.0,5.41491,2.17,5745.01,0.580159,845.035,0.3969,3.071899
DB0-m2_o8_o14_f0_pcu.sym.143,298.0,1.0,5.020971,2.11,2841.58,0.563834,685.634,0.27524,3.177054
DB0-m29_o91_o45_f0_pts.sym.9,298.0,0.1,5.476492,2.27,3010.46,0.639659,533.583,0.30438,0.58569
DB5-hypotheticalMOF_26936_1_1_1_22_24_0,313.0,0.4,5.883298,2.33,3947.45,0.755091,763.23,0.10642,3.654568
DB6-cuf_5025,313.0,16.0,6.641536,2.17,2353.94,0.716556,562.371,0.19476,16.351337
DB0-m3_o46_o23_f0_fsc.sym.16,298.0,0.1,7.665115,2.86,1071.27,1.04682,85.9002,0.02124,0.936344
DB0-m2_o23_o23_f0_nbo.sym.46,298.0,1.0,3.984383,2.17,15920.5,0.267782,2228.31,0.6252,1.234255
DB0-m3_o146_o23_f0_fsc.sym.102,338.0,0.26,5.671343,2.08,2572.66,0.617089,575.916,0.21024,0.767186
DB0-m2_o2_o25_f0_nbo.sym.46,313.0,0.4,2.974998,3.26,28736.5,0.230999,3794.37,0.68816,0.332225
DB0-m9_o11_o19_f0_sra.sym.55,313.0,0.4,4.168266,6.9,1691.84,0.853999,322.605,0.19324,0.510277
DB0-m3_o2_o18_f0_pcu.sym.58,313.0,0.4,3.844,2.44,3235.32,0.561125,663.678,0.40176,0.626769
DB0-m2_o11_o14_f0_nbo.sym.21,313.0,0.4,3.438229,6.12,5256.18,0.42646,1012.31,0.51528,0.277905
DB0-m3_o42_o13_f0_fsc.sym.58,338.0,0.26,8.069768,3.23,1059.0,1.09958,115.341,0.04796,2.44254
DB0-m2_o6_o19_f0_pcu.sym.17,298.0,1.0,3.608705,3.7,2775.33,0.468746,628.093,0.4019,1.128676
DB0-m3_o1_o9_f0_pcu.sym.48,313.0,16.0,10.683631,2.5,1186.56,1.08799,121.165,0.0489,5.834595
DB0-m2_o6_o20_f0_nbo.sym.186,313.0,16.0,2.568941,4.32,15602.9,0.188725,1956.6,0.726,12.575007
DB1-Cu2O8-ADC_A-fum_A_No385,338.0,3.2,4.226915,3.23,9165.07,0.513544,2021.89,0.36132,4.46836
DB0-m29_o97_o150_f0_pts.sym.46,313.0,16.0,6.748553,1.85,2984.88,0.610038,730.043,0.22232,20.900844
DB0-m29_o90_o148_f0_pts.sym.107,338.0,0.26,4.492774,2.63,2289.99,0.678169,442.106,0.2732,0.300883
DB0-m3_o46_o23_f0_fsc.sym.70,313.0,0.4,7.215242,3.03,1050.18,1.10257,70.9142,0.01762,3.469842
DB0-m3_o2_o7_f0_pcu.sym.44,313.0,0.4,3.938975,1.92,3783.86,0.417642,713.525,0.42866,0.538998
DB1-Cu2O8-ADC_A-AZO_A_No692,313.0,0.4,3.538184,2.63,6035.87,0.449902,1180.83,0.41754,0.464844
DB0-m2_o7_o29_f0_pcu.sym.42,313.0,0.4,4.029094,1.19,7892.32,0.328347,1529.92,0.5042,0.835812
DB0-m2_o1_o3_f0_pcu.sym.18,298.0,0.1,6.09334,2.38,1972.46,0.720429,420.95,0.11894,1.260367
DB0-m2_o25_o25_f0_nbo.sym.97,298.0,0.1,3.093369,2.56,32109.4,0.227879,4486.68,0.66138,0.138556
DB0-m3_o11_o25_f0_nbo.sym.40,338.0,3.2,3.644123,4.62,7796.38,0.340198,1373.32,0.5659,2.144198
DB0-m9_o19_o25_f0_sra.sym.138,338.0,3.2,5.348474,3.57,2381.8,0.825882,411.5,0.13358,4.079376
DB6-cuf_3390,298.0,0.1,4.416935,1.92,3807.76,0.484029,692.679,0.4245,0.259588
DB0-m2_o23_qtz,338.0,0.26,2.770992,3.23,11495.2,0.266774,1840.18,0.61678,0.186919
DB0-m3_o4_o45_f0_fsc.sym.78,298.0,1.0,8.69822,2.9,1021.14,1.23961,83.8646,0.03266,3.336123
DB0-m29_o93_o150_f0_pts.sym.129,338.0,0.26,6.200466,2.04,2587.3,0.674189,572.614,0.14218,0.77115
DB0-m3_o6_o24_f0_nbo.sym.25,338.0,3.2,3.534814,2.68,22401.9,0.331788,3851.36,0.53332,2.675147
DB0-m3_o3_o19_f0_pcu.sym.64,313.0,0.4,3.466125,2.33,4236.43,0.363541,825.148,0.501,0.484244
DB0-m29_o99_o46_f0_pts.sym.28,338.0,3.2,6.022717,2.3,2081.33,0.78051,380.456,0.15164,4.259991
DB0-m3_o24_o25_f0_pcu.sym.18,298.0,1.0,4.832208,2.78,1674.9,0.715183,342.449,0.1659,2.684023
DB0-m29_o93_o430_f0_pts.sym.67,313.0,0.4,4.480001,2.13,2979.29,0.588802,618.304,0.30032,0.742961
DB0-m2_o17_o23_f0_nbo.sym.6,338.0,0.26,3.146181,2.65,28171.0,0.274353,4060.05,0.63824,0.229912
DB1-Zn2O8-ADC_A-AZO_A_No64,313.0,16.0,5.231038,3.28,18720.0,0.899415,2878.2,0.38962,11.077122
DB0-m3_o440_o23_f0_fsc.sym.37,338.0,3.2,6.527849,2.44,1634.47,1.00915,273.013,0.07868,4.032994
DB0-m2_o18_ume,313.0,16.0,2.781014,2.86,52586.1,0.190901,5474.28,0.7418,18.801804
DB0-m2_o25_pts,313.0,16.0,2.890226,4.0,21212.8,0.188964,2624.98,0.73302,13.548228
DB0-m2_o3_o4_f0_pcu.sym.51,338.0,0.26,3.706539,1.79,3790.1,0.428513,751.322,0.41564,0.25813
DB5-hypotheticalMOF_5015520_3_0_0_3_12_6,313.0,0.4,3.061258,8.7,2432.49,0.522122,500.867,0.44122,0.272782
DB0-m29_o84_o151_f0_pts.sym.95,298.0,0.1,5.16499,2.22,2740.47,0.610408,565.043,0.29004,0.597752
DB0-m3_o2_o4_f0_pcu.sym.11,313.0,16.0,6.810702,2.56,2354.53,0.618736,478.036,0.31386,20.138118
DB0-m2_o21_o25_f0_pcu.sym.75,313.0,16.0,5.74074,2.08,2776.41,0.611185,607.034,0.19936,18.796339
DB0-m3_o12_o20_f0_pcu.sym.20,313.0,16.0,5.28883,5.56,1652.43,0.806551,334.771,0.3293,13.385914
DB0-m3_o8_o8_f0_pcu.sym.52,338.0,3.2,4.087143,1.32,9292.9,0.424596,1955.47,0.36116,2.414081
DB1-Cu2O8-AZO_A-BDC_A_No407,298.0,1.0,4.40094,3.45,3691.34,0.618543,810.268,0.27166,2.031505
DB1-Cu2O8N2-ADC_A-irmof20_A_No277,298.0,0.1,4.235937,2.7,3454.0,0.45893,640.427,0.4777,0.181883
DB0-m3_o22_o24_f0_nbo.sym.65,298.0,1.0,6.039125,3.03,4988.35,0.626445,934.963,0.30422,2.957165
DB0-m3_o4_o25_f0_nbo.sym.65,298.0,0.1,4.762875,3.16,15338.2,0.444707,3268.47,0.41802,0.285653
DB0-m2_o26_o28_f0_pcu.sym.48,298.0,0.1,4.727287,1.45,6416.66,0.324066,1158.69,0.52896,0.240474
DB0-m3_o9_o14_f0_nbo.sym.97,338.0,3.2,5.260924,2.71,5236.04,0.720909,878.112,0.21688,5.276709
DB0-m2_o2_o19_f0_pcu.sym.39,313.0,16.0,8.314016,1.89,2460.69,0.691028,490.817,0.13198,16.351566
DB0-m2_o22_o27_f0_nbo.sym.87,298.0,0.1,3.994607,3.09,17487.7,0.378829,3008.79,0.53378,0.136494
DB0-m2_o6_o21_f0_pcu.sym.67,313.0,16.0,5.318262,2.7,3272.4,0.425082,752.803,0.38446,28.858232
DB0-m3_o17_o26_f0_pcu.sym.6,298.0,0.1,4.510347,2.33,3716.98,0.735927,699.258,0.34464,0.206798
DB0-m3_o7_o15_f0_pcu.sym.12,298.0,1.0,4.283455,2.17,3260.69,0.525275,589.232,0.39784,2.320993
DB0-m3_o500_o156_f0_fsc.sym.4,338.0,0.26,7.901126,2.56,1623.71,1.23121,235.547,0.06274,2.685324
DB0-m29_o84_o500_f0_pts.sym.53,313.0,16.0,8.085934,2.44,1703.49,0.930214,233.641,0.05904,9.547407
DB7-ddmof_6769,298.0,0.1,3.679748,3.24,25597.3,0.247178,3918.52,0.6298,0.20085
DB0-m2_o3_o22_f0_nbo,298.0,1.0,2.949765,2.97,32178.5,0.210433,4006.8,0.7031,1.11029
DB0-m15_o4_o105_f0_fsc,313.0,0.4,6.638531,3.57,1115.55,0.965037,188.642,0.10616,4.095724
DB1-Zn2O8N2-AZO_A-irmof8_A_No89,298.0,0.1,4.491455,2.56,3781.1,0.65548,716.855,0.44286,0.146273
DB0-m3_o13_o19_f0_pcu.sym.98,313.0,0.4,4.746301,2.56,1858.6,0.782119,370.473,0.15388,1.123565
DB0-m3_o146_o21_f0_fsc.sym.56,338.0,0.26,5.990777,2.44,2247.17,0.765072,524.948,0.16238,0.550674
DB0-m3_o8_o18_f0_pcu.sym.63,298.0,0.1,5.550292,1.49,4189.57,0.45815,775.874,0.3737,0.350785
DB0-m3_o11_o27_f0_nbo.sym.158,313.0,16.0,3.822811,3.45,18911.8,0.370454,3460.23,0.5366,20.024088
DB0-m2_o14_o28_f0_nbo.sym.56,313.0,0.4,3.60297,2.4,21658.9,0.409604,3781.67,0.49872,0.558668
DB0-m3_o7_o17_f0_nbo.sym.141,338.0,0.26,3.741534,2.48,38091.2,0.236644,5220.19,0.66978,0.34659
DB0-m3_o82_o23_f0_fsc.sym.37,338.0,3.2,7.368481,2.38,1284.01,1.04424,165.27,0.11536,5.53044
DB5-hypotheticalMOF_5074250_2_1_2_23_24_0,298.0,0.1,4.797342,2.44,4377.96,0.641597,1138.43,0.16304,0.571895
DB0-m3_o96_o25_f0_fsc.sym.36,313.0,0.4,5.050131,1.75,2857.69,0.627431,614.776,0.23024,1.504002
DB0-m2_o12_o15_f0_pcu.sym.34,338.0,3.2,8.181205,2.94,1068.0,1.04737,82.0952,0.03022,2.863465
DB0-m29_o88_o1470_f0_pts.sym.29,338.0,3.2,4.944589,2.7,2354.23,0.761011,532.338,0.2404,3.517319
DB0-m29_o91_o109_f0_pts.sym.59,338.0,0.26,5.148457,1.75,3540.35,0.60999,705.371,0.2868,0.369297
DB0-m3_o24_o152_f0_fsc.sym.36,338.0,3.2,6.657939,3.7,1014.31,1.45539,106.28,0.04328,3.019984
DB0-m2_o14_o23_f0_pcu.sym.13,313.0,0.4,5.279463,2.7,1603.75,0.807267,326.035,0.14908,1.279163
DB1-Cu2N8-irmof16_B-irmof6_B_No197,298.0,1.0,6.627927,3.7,2164.56,1.02417,323.808,0.17712,3.733755
DB0-m3_o23_o24_f0_nbo.sym.117,313.0,16.0,3.275863,3.61,10949.6,0.494449,1824.51,0.56886,10.758061
DB0-m29_o84_o430_f0_pts.sym.16,313.0,0.4,4.620761,2.63,2373.34,0.646659,501.771,0.27016,1.005516
DB0-m3_o105_o158_f0_fsc.sym.32,298.0,1.0,6.087239,1.96,2304.87,0.802293,344.038,0.19396,4.295369
DB0-m2_o3_o22_f0_nbo.sym.3,298.0,0.1,3.194223,2.48,31541.9,0.24673,4155.45,0.66336,0.167803
DB0-m15_o8_o80_f0_fsc,298.0,1.0,6.432919,3.45,1276.95,0.879492,195.735,0.24154,4.160814
DB0-m29_o88_o47_f0_pts.sym.92,313.0,0.4,5.774861,2.86,2003.4,0.69806,409.136,0.24402,1.820392
DB0-m2_o6_o14_f0_pcu.sym.86,338.0,0.26,5.050548,2.86,2539.41,0.555574,526.355,0.31736,0.361959
DB0-m3_o25_o430_f0_fsc.sym.63,338.0,3.2,6.657421,2.38,1800.77,0.737222,341.46,0.13308,6.042281
DB5-hypotheticalMOF_5026145_3_1_0_27_19_6,313.0,16.0,7.012885,4.35,6938.55,0.597961,1947.22,0.19776,21.506261
DB5-hypotheticalMOF_5046909_2_1_1_19_24_0,338.0,0.26,4.906905,2.63,4318.25,0.631728,1108.58,0.1261,0.540793
DB0-m3_o12_o22_f0_pcu.sym.17,338.0,0.26,6.050544,2.99,1238.81,1.06581,184.604,0.08744,0.457516
DB5-hypotheticalMOF_5053564_1_1_1_27_19_6,338.0,0.26,5.255138,2.15,5550.8,0.688393,1138.02,0.12578,0.599618
DB1-Cu2O8-irmof10_A-mofHTB_No649,298.0,0.1,2.975458,2.8,41251.3,0.353957,5377.56,0.66564,0.110443
DB0-m3_o17_o115_f0_fsc.sym.50,338.0,3.2,4.719493,1.45,3590.04,0.597594,692.584,0.28776,4.453644
DB0-m3_o1_o153_f0_fsc.sym.47,313.0,16.0,9.435937,3.51,1020.37,1.05981,138.93,0.05668,9.159329
DB0-m2_o18_o23_f0_pcu.sym.88,298.0,1.0,4.656599,1.85,3014.92,0.54859,670.281,0.25798,3.934397
DB0-m29_o89_o151_f0_pts.sym.32,313.0,16.0,6.756549,2.04,3036.91,0.58148,645.126,0.2839,20.912412
DB0-m29_o89_o52_f0_pts.sym.35,338.0,3.2,5.432529,2.22,2501.01,0.73652,525.466,0.1934,5.186061
DB0-m29_o80_o490_f0_pts.sym.2,338.0,0.26,4.735759,2.2,2374.71,0.706529,497.185,0.21558,0.584252
DB0-m3_o43_o159_f0_fsc.sym.52,298.0,1.0,5.380876,2.63,1735.79,0.79342,345.099,0.17148,4.458734
DB0-m29_o99_o430_f0_pts.sym.72,298.0,0.1,4.210639,2.38,3373.13,0.501753,661.663,0.38922,0.218758
DB6-cuf_9409,338.0,3.2,4.516157,2.33,2948.49,0.499978,706.264,0.30342,3.538077
DB0-m3_o21_o38_f0_fsc,313.0,0.4,5.321624,4.0,1602.56,0.633278,378.751,0.27374,1.198342
DB0-m3_o13_o15_f0_pcu.sym.8,338.0,3.2,6.336962,2.63,1711.89,0.775413,337.362,0.15564,5.32871
DB5-hypotheticalMOF_5068387_0_0_2_20_11_11,298.0,0.1,6.692981,2.08,1613.38,0.856129,175.316,0.04548,0.619219
DB1-Cu2O8N2-ADC_A-BDC_A_No603,338.0,3.2,4.055701,2.74,2956.45,0.464861,606.292,0.43668,2.894706
DB0-m2_o21_o29_f0_pcu.sym.28,298.0,1.0,4.783985,1.43,4815.42,0.46771,1094.17,0.35024,3.795254
DB0-m2_o7_o14_f0_nbo.sym.95,313.0,0.4,3.605169,2.86,26774.2,0.28912,4141.27,0.6155,0.401888
DB0-m2_o14_o142_f0_fsc,298.0,0.1,6.241589,4.08,856.461,1.17972,91.932,0.05634,1.329466
DB0-m29_o84_o151_f0_pts.sym.66,313.0,16.0,6.352928,2.22,2726.2,0.615471,553.698,0.26928,20.344428
DB0-m2_o3_o26_f0_pcu.sym.92,313.0,0.4,4.523541,1.3,5984.95,0.387978,1179.89,0.44714,1.112878
DB0-m2_o1_o12_f0_pcu.sym.3,313.0,16.0,6.17589,3.7,1118.53,0.842492,187.853,0.12998,11.310473
DB7-ddmof_6372,298.0,0.1,3.636359,3.64,15716.1,0.385209,3291.3,0.46498,0.148843
DB0-m3_o44_o159_f0_fsc.sym.46,298.0,1.0,7.077321,2.94,1550.19,0.832632,291.64,0.104,5.090438
DB0-m2_o17_o21_f0_pcu.sym.97,313.0,16.0,6.349624,2.13,2844.73,0.61772,555.612,0.31406,19.361092
DB0-m29_o83_o43_f0_pts.sym.69,313.0,16.0,6.677069,2.22,2856.23,0.595819,570.905,0.30262,20.373977
DB0-m9_o2_o25_f0_sra.sym.120,313.0,0.4,7.478564,3.28,1969.56,1.12193,75.5951,0.01208,2.915537
DB0-m3_o1500_o20_f0_fsc.sym.9,313.0,0.4,5.481594,3.33,1607.16,0.687354,396.69,0.18148,1.967082
DB1-Cu2N8-BDC_B-irmof7_B_No659,313.0,16.0,6.056483,3.57,1052.17,1.04407,143.013,0.08922,9.485959
DB0-m29_o91_o78_f0_pts.sym.84,338.0,3.2,5.431964,2.04,2767.43,0.697763,609.293,0.19702,6.301655
DB0-m3_o5_o14_f0_nbo.sym.71,298.0,0.1,4.631073,6.12,7580.33,0.636684,1687.6,0.33116,0.280966
DB5-hypotheticalMOF_5005397_0_0_0_18_16_14,313.0,16.0,6.144591,2.55,4781.89,0.563577,1044.01,0.28928,20.495016
DB5-hypotheticalMOF_6003275_0_0_3_19_2_1,313.0,16.0,6.688879,5.56,951.582,0.90759,179.48,0.0901,12.578888
DB5-hypotheticalMOF_5019004_3_1_0_19_15_3,313.0,16.0,5.921769,7.02,4678.92,0.708198,1272.54,0.21926,16.678417
DB0-m9_o11_o14_f0_sra.sym.29,298.0,0.1,6.014671,4.94,1329.35,1.17956,174.134,0.08238,0.890492
DB1-Al2O6-ADC_B-DPAC_B_No67,313.0,0.4,5.753589,2.7,3835.25,0.582391,594.21,0.35594,3.229036
DB6-cuf_1533,313.0,16.0,5.805756,1.92,3327.18,0.539961,747.82,0.31952,21.92442
DB1-Cu2O8N2-irmof10_A-irmof6_A_No454,313.0,16.0,7.702849,2.94,3721.14,0.749646,720.233,0.27032,17.070628
DB0-m29_o90_o51_f0_pts.sym.70,338.0,0.26,5.083969,2.08,2618.29,0.623061,528.243,0.238,0.461475
DB1-MIL47V-ADC_B-irmof20_B_No475,313.0,0.4,5.31273,5.56,2089.61,1.15087,321.124,0.19282,1.37386
DB1-Zn2O8N2-ADC_A-irmof7_A_No564,298.0,1.0,4.292425,2.56,3171.83,0.471894,618.032,0.42736,1.980217
DB5-hypotheticalMOF_32248_2_0_2_21_21_2,298.0,0.1,3.366687,3.57,3760.67,0.391312,760.673,0.4904,0.148147
DB0-m29_o97_o500_f0_pts.sym.11,298.0,0.1,5.972007,1.9,2515.88,0.722397,507.871,0.19966,0.700089
DB0-m3_o27_o27_f0_pcu.sym.20,338.0,0.26,4.023075,0.94,13660.0,0.38137,2225.85,0.46602,0.235511
DB0-m2_o5_o27_f0_nbo.sym.36,338.0,0.26,4.313784,3.03,12811.5,0.596951,2686.01,0.27776,0.298313
DB0-m2_o18_o27_f0_pcu.sym.21,313.0,16.0,6.219353,2.0,3672.28,0.489223,733.943,0.3829,25.069924
DB1-Zn2O8N2-ADC_A-irmof10_A_No131,338.0,0.26,3.548447,2.22,7668.71,0.399074,1427.99,0.49558,0.214945
DB0-m3_o7_o24_f0_pcu.sym.73,313.0,0.4,4.53295,2.38,3213.29,0.482376,599.158,0.42908,0.559304
DB0-m2_o11_o17_f0_pcu.sym.52,313.0,16.0,6.155314,2.99,1575.63,0.739446,265.009,0.1711,14.404218
DB7-ddmof_17001,338.0,3.2,3.715512,2.44,18622.9,0.327441,3173.11,0.56408,2.687036
DB0-m29_o80_o47_f0_pts.sym.32,298.0,1.0,6.745795,2.15,2098.23,0.818639,363.275,0.11266,6.254801
DB0-m2_o1_o25_f0_pcu.sym.55,298.0,0.1,6.23787,2.5,1624.31,0.84007,202.234,0.03284,1.092017
DB0-m2_o9_o24_f0_nbo.sym.16,313.0,0.4,5.066921,2.87,4948.21,0.738615,867.128,0.20952,0.955424
DB0-m2_o7_o24_f0_pcu.sym.66,313.0,16.0,7.179714,1.39,3117.09,0.693689,551.992,0.23642,14.482785
DB0-m2_o19_o23_f0_nbo.sym.90,313.0,16.0,3.468406,3.7,17681.5,0.364853,3287.68,0.52988,12.849092
DB0-m3_o4_o27_f0_nbo.sym.147,313.0,16.0,3.597661,3.66,18511.0,0.342242,3208.54,0.56078,19.357859
DB0-m3_o8_o16_f0_pcu.sym.120,313.0,16.0,5.110908,2.22,3615.38,0.440003,702.722,0.4334,22.565274
DB1-Cu2N8-AZO_B-irmof7_B_No127,313.0,0.4,6.232993,2.78,1583.59,0.798735,245.523,0.20728,1.555323
DB0-m3_o14_o22_f0_pcu.sym.30,298.0,0.1,6.555359,2.94,1164.04,1.02183,148.158,0.05964,0.808848
DB0-m29_o91_o1510_f0_pts.sym.51,338.0,0.26,4.635447,1.64,4423.37,0.475503,929.614,0.37728,0.336615
DB0-m2_o6_o12_f0_pcu.sym.107,338.0,3.2,5.510526,2.04,2559.36,0.6306,515.623,0.1664,5.001132
DB0-m3_o1490_o21_f0_fsc.sym.19,338.0,0.26,5.052047,4.65,1124.1,0.849537,241.479,0.18352,0.562275
DB6-cuf_10707,338.0,3.2,4.183623,3.85,1699.15,0.730441,435.811,0.23758,2.839186
DB7-ddmof_23426,338.0,3.2,3.202968,4.88,10358.7,0.477878,2376.86,0.37776,2.299484
DB1-Cu2N8-ADC_B-DPAC_B_No795,298.0,0.1,5.473246,3.03,4886.51,0.604517,743.917,0.39362,0.304674
DB0-m29_o91_o44_f0_pts.sym.18,313.0,0.4,5.906015,1.89,3123.89,0.60412,594.945,0.27118,1.481519
DB0-m9_o17_o18_f0_sra.sym.19,338.0,3.2,6.570394,2.67,2677.28,0.968172,233.22,0.03354,3.629725
DB0-m2_o15_o28_f0_pcu.sym.12,313.0,0.4,5.641213,1.54,2444.28,0.850663,399.519,0.1038,1.573628
DB0-m18_o11_o11_f0_nbo,338.0,3.2,3.531075,6.67,5328.29,0.366382,1024.56,0.53128,1.832984
DB0-m9_o2_o2_f0_sra.sym.26,313.0,0.4,9.175475,3.28,1861.59,1.2173,153.691,0.02478,4.443814
DB0-m3_o16_o29_f0_pcu.sym.5,313.0,0.4,4.163291,1.72,4654.03,0.454083,984.482,0.41914,0.900279
DB0-m3_o25_o29_f0_pcu.sym.32,338.0,3.2,4.738224,1.45,6566.86,0.355006,1291.95,0.49426,3.623459
DB0-m3_o25_o28_f0_nbo.sym.112,338.0,0.26,3.141271,2.65,48003.3,0.175464,5096.37,0.75466,0.241694
DB0-m9_o3_o28_f0_sra.sym.52,313.0,0.4,5.161078,2.0,5297.51,0.657438,838.212,0.30836,1.319988
DB1-Zn2O8N2-AZO_A-DPAC_A_No194,338.0,0.26,3.896732,2.04,5037.18,0.30711,807.446,0.58142,0.27415
DB0-m3_o1_o12_f0_pcu.sym.43,338.0,3.2,5.641955,3.7,1178.03,0.889668,223.137,0.06606,3.438031
DB0-m9_o1_o20_f0_sra.sym.42,298.0,0.1,5.200319,5.13,1938.41,0.853473,365.29,0.15276,0.355593
DB5-hypotheticalMOF_5073516_1_1_2_19_19_1,313.0,16.0,7.6473,2.94,3642.78,0.821959,450.397,0.05618,14.307933
DB0-m3_o7_o22_f0_nbo.sym.126,313.0,0.4,3.867391,2.86,27154.2,0.296178,4129.47,0.6112,0.62425
DB6-cuf_9560,298.0,1.0,4.958361,2.08,3194.62,0.501012,656.534,0.35102,2.990647
DB0-m2_o3_o23_f0_nbo.sym.33,298.0,0.1,3.064638,2.56,47070.9,0.163348,5071.28,0.75606,0.176573
DB0-m3_o84_o23_f0_fsc.sym.40,313.0,0.4,8.029474,2.5,1134.39,1.14386,130.562,0.056,4.23386
DB0-m29_o81_o143_f0_pts.sym.38,313.0,0.4,4.637305,2.22,2741.74,0.620699,508.297,0.28676,0.973078
DB5-hypotheticalMOF_5060882_3_0_2_18_9_4,338.0,0.26,3.06331,5.41,1913.19,0.471595,406.69,0.43414,0.182607
DB0-m3_o155_o540_f0_fsc.sym.24,298.0,0.1,5.907945,1.59,3470.03,0.601937,576.98,0.34454,0.79345
DB0-m3_o12_o20_f0_pcu.sym.37,298.0,1.0,5.304485,3.7,1602.63,0.591827,329.952,0.27632,2.781104
DB0-m2_o14_oso,313.0,0.4,3.640228,4.35,26331.1,0.315256,2990.63,0.66434,0.401979
DB0-m29_o96_o52_f0_pts.sym.101,338.0,0.26,4.616333,1.79,3911.32,0.522442,880.336,0.333,0.575258
DB0-m3_o3_o26_f0_pcu.sym.60,338.0,0.26,4.210305,1.49,6189.14,0.347137,1057.68,0.5153,0.315352
DB0-m2_o9_o23_f0_nbo.sym.21,313.0,0.4,4.244101,2.68,7360.83,0.501517,1460.1,0.3666,0.546933
DB0-m29_o80_o51_f0_pts.sym.30,298.0,1.0,4.790384,2.2,2504.22,0.675278,466.031,0.24404,3.973231
DB0-m29_o88_o49_f0_pts.sym.21,298.0,0.1,4.794149,2.86,2122.86,0.840801,440.18,0.22986,0.353325
DB0-m3_o9_o14_f0_nbo.sym.63,298.0,1.0,7.081262,2.8,5234.24,0.7373,863.676,0.2114,4.381793
DB13-nbo-Syn022678,338.0,3.2,4.07897,4.17,11222.6,0.574764,2114.62,0.38242,2.576662
DB5-hypotheticalMOF_5062308_3_0_2_18_11_3,313.0,16.0,4.573889,5.88,1927.51,0.569552,421.067,0.41758,13.667015
DB0-m18_o25_o137_f0_fsc,313.0,16.0,5.431599,3.33,1519.87,0.730019,266.189,0.24512,17.045048
DB1-Zn2O8-ADC_A-irmof20_A_No128,298.0,0.1,4.442272,3.85,4495.97,0.759985,814.603,0.2972,0.170329
DB5-hypotheticalMOF_5005919_3_0_0_15_9_5,338.0,0.26,2.731549,7.02,3307.37,0.414679,663.8,0.50868,0.147757
DB6-cuf_10750,298.0,1.0,5.921243,2.7,1844.59,0.730672,337.516,0.19872,3.61777
DB0-m2_o2_o4_f0_nbo.sym.40,298.0,0.1,3.090868,3.7,19551.8,0.322477,2985.29,0.597,0.137637
DB1-Cu2O8-ADC_A-irmof20_A_No312,298.0,0.1,6.797686,4.0,4374.93,0.71281,835.419,0.28744,1.920828
DB0-m29_o91_o500_f0_pts.sym.63,338.0,0.26,5.106656,2.0,2539.5,0.790776,520.63,0.1661,0.56709
DB0-m3_o18_o25_f0_pcu.sym.22,338.0,0.26,4.046743,2.27,3691.2,0.427157,781.859,0.43696,0.362011
DB0-m29_o84_o151_f0_pts.sym.73,338.0,3.2,4.80363,2.08,2726.25,0.675698,550.871,0.21966,5.089927
DB0-m3_o43_o14_f0_fsc.sym.16,338.0,3.2,6.228611,3.45,1199.01,1.0182,201.068,0.08614,4.561679
